Running with RISCV=/home/axel/chipyard/.conda-env/riscv-tools
(set -o pipefail &&  /home/axel/chipyard/sims/verilator/simulator-customtop-MsgLogger2BigConfig +permissive +dramsim +dramsim_ini_dir=/home/axel/chipyard/generators/testchipip/src/main/resources/dramsim2_ini +max-cycles=100000000   +verbose +permissive-off /home/axel/riscv-tests/benchmarks/mt-globals-logging.riscv </dev/null 2> >(spike-dasm > /home/axel/chipyard/sims/verilator/output/customtop.TestHarness.MsgLogger2BigConfig/mt-globals-logging.out) | tee /home/axel/chipyard/sims/verilator/output/customtop.TestHarness.MsgLogger2BigConfig/mt-globals-logging.log)
[UART] UART0 is here (stdin/stdout).
 tick dir chan              op  address     sink   source    param             data     size     mask  corrupt   denied
-----------------------------------------------------------------------------------------------------------------------
nmsg: 1424
14623 out    D       GrantData        -        0        4        0     10fd000010fc        6        -        0        0
14624 out    D       GrantData        -        0        4        0     10ff000010fe        6        -        0        0
14625 out    D       GrantData        -        0        4        0     400100004000        6        -        0        0
14626 out    D       GrantData        -        0        4        0     400300004002        6        -        0        0
14627 out    D   AccessAckData        -        1        8        0                0        3        -        0        0
14619  in    C    ProbeAckData 80004540        -        0        1     10ff000010fe        6        -        0        -
14620  in    C    ProbeAckData 80004540        -        0        1     400100004000        6        -        0        -
14621  in    C    ProbeAckData 80004540        -        0        1     400300004002        6        -        0        -
14621  in    A             Get 80001000        -        8        0                0        3      255        0        -
14662  in    A             Get 80001000        -        8        0                0        3      255        0        -
14666 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
14701  in    A             Get 80001000        -        8        0                0        3      255        0        -
14705 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
14740  in    A             Get 80001000        -        8        0                0        3      255        0        -
14744 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
14779  in    A             Get 80001000        -        8        0                0        3      255        0        -
14783 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
14818  in    A             Get 80001000        -        8        0                0        3      255        0        -
14822 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
14857  in    A             Get 80001000        -        8        0                0        3      255        0        -
14861 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
14896  in    A             Get 80001000        -        8        0                0        3      255        0        -
14900 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
14935  in    A             Get 80001000        -        8        0                0        3      255        0        -
14939 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
14969  in    A             Get 80002900        -        6        0                0        6      255        0        -
14973 out    D   AccessAckData        -        0        6        0 f0ef853efd842783        6        -        0        0
14974 out    D   AccessAckData        -        0        6        0 2781fdc42783dbdf        6        -        0        0
14975 out    D   AccessAckData        -        0        6        0 2783f74ff0efe399        6        -        0        0
14976 out    D   AccessAckData        -        0        6        0 da7ff0ef853efd84        6        -        0        0
14977 out    D   AccessAckData        -        0        6        0 e3992781fdc42783        6        -        0        0
14978 out    D   AccessAckData        -        0        6        0 fd842783f7cff0ef        6        -        0        0
14979 out    D   AccessAckData        -        0        6        0 4501d91ff0ef853e        6        -        0        0
14980 out    D   AccessAckData        -        0        6        0 e4a2715d4c0000ef        6        -        0        0
14981 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
14974  in    A             Get 80001000        -        8        0                0        3      255        0        -
15009  in    A    AcquireBlock 80004940        -        4        1                0        6      255        0        -
15011 out    B      ProbeBlock 80004940        -        0        2                0        6      255        0        -
15016  in    A             Get 80001000        -        8        0                0        3      255        0        -
15018  in    C    ProbeAckData 80004940        -        0        1     40f5000040f4        6        -        0        -
15019  in    C    ProbeAckData 80004940        -        0        1     40f7000040f6        6        -        0        -
15020 out    D   AccessAckData        -        1        8        0                0        3        -        0        0
15020  in    C    ProbeAckData 80004940        -        0        1     40f9000040f8        6        -        0        -
15021  in    C    ProbeAckData 80004940        -        0        1     40fb000040fa        6        -        0        -
15023 out    D       GrantData        -        0        4        0     40f5000040f4        6        -        0        0
15024 out    D       GrantData        -        0        4        0     40f7000040f6        6        -        0        0
15025  in    E               -        -        0        -        -                -        -        -        -        -
15025 out    D       GrantData        -        0        4        0     40f9000040f8        6        -        0        0
15026 out    D       GrantData        -        0        4        0     40fb000040fa        6        -        0        0
15027 out    D       GrantData        -        0        4        0     40fd000040fc        6        -        0        0
15028 out    D       GrantData        -        0        4        0     30ff000040fe        6        -        0        0
15029 out    D       GrantData        -        0        4        0                0        6        -        0        0
15030 out    D       GrantData        -        0        4        0                0        6        -        0        0
15022  in    C    ProbeAckData 80004940        -        0        1     40fd000040fc        6        -        0        -
15023  in    C    ProbeAckData 80004940        -        0        1     30ff000040fe        6        -        0        -
15024  in    C    ProbeAckData 80004940        -        0        1                0        6        -        0        -
15025  in    C    ProbeAckData 80004940        -        0        1                0        6        -        0        -
15033 out    B      ProbeBlock 80004940        -        4        2                0        6      255        0        -
15031  in    A    AcquireBlock 80004940        -        0        1                0        6      255        0        -
15046  in    C    ProbeAckData 80004940        -        4        1     40f5000040f4        6        -        0        -
15047  in    C    ProbeAckData 80004940        -        4        1     40f7000040f6        6        -        0        -
15048  in    C    ProbeAckData 80004940        -        4        1     40f9000040f8        6        -        0        -
15049  in    C    ProbeAckData 80004940        -        4        1     40fb000040fa        6        -        0        -
15050  in    C    ProbeAckData 80004940        -        4        1     40fd000040fc        6        -        0        -
15051 out    D       GrantData        -        0        0        0     40f5000040f4        6        -        0        0
15052 out    D       GrantData        -        0        0        0     40f7000040f6        6        -        0        0
15053  in    E               -        -        0        -        -                -        -        -        -        -
15053 out    D       GrantData        -        0        0        0     40f9000040f8        6        -        0        0
15054 out    D       GrantData        -        0        0        0     40fb000040fa        6        -        0        0
15055 out    D       GrantData        -        0        0        0     40fd000040fc        6        -        0        0
15056 out    D       GrantData        -        0        0        0     30ff000040fe        6        -        0        0
15057 out    D       GrantData        -        0        0        0                1        6        -        0        0
15058 out    D       GrantData        -        0        0        0                0        6        -        0        0
15059 out    D   AccessAckData        -        1        8        0                0        3        -        0        0
15051  in    C    ProbeAckData 80004940        -        4        1     30ff000040fe        6        -        0        -
15052  in    C    ProbeAckData 80004940        -        4        1                1        6        -        0        -
15053  in    C    ProbeAckData 80004940        -        4        1                0        6        -        0        -
15061 out    B      ProbeBlock 80004940        -        0        1                0        6      255        0        -
15055  in    A             Get 80001000        -        8        0                0        3      255        0        -
15059  in    A    AcquireBlock 80004940        -        4        0                0        6      255        0        -
15074  in    C    ProbeAckData 80004940        -        0        0     40f5000040f4        6        -        0        -
15075  in    C    ProbeAckData 80004940        -        0        0     40f7000040f6        6        -        0        -
15076  in    C    ProbeAckData 80004940        -        0        0     40f9000040f8        6        -        0        -
15077  in    C    ProbeAckData 80004940        -        0        0     40fb000040fa        6        -        0        -
15078  in    C    ProbeAckData 80004940        -        0        0     40fd000040fc        6        -        0        -
15079 out    D       GrantData        -        0        4        1     40f5000040f4        6        -        0        0
15080 out    D       GrantData        -        0        4        1     40f7000040f6        6        -        0        0
15081  in    E               -        -        0        -        -                -        -        -        -        -
15081 out    D       GrantData        -        0        4        1     40f9000040f8        6        -        0        0
15082 out    D       GrantData        -        0        4        1     40fb000040fa        6        -        0        0
15083 out    D       GrantData        -        0        4        1     40fd000040fc        6        -        0        0
15084 out    D       GrantData        -        0        4        1     40ff000040fe        6        -        0        0
15085 out    D       GrantData        -        0        4        1                1        6        -        0        0
15086 out    D       GrantData        -        0        4        1                0        6        -        0        0
15079  in    C    ProbeAckData 80004940        -        0        0     40ff000040fe        6        -        0        -
15080  in    C    ProbeAckData 80004940        -        0        0                1        6        -        0        -
15081  in    C    ProbeAckData 80004940        -        0        0                0        6        -        0        -
15094  in    A             Get 80001000        -        8        0                0        3      255        0        -
15097  in    A             Get 80002900        -        2        0                0        6      255        0        -
15098 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
15101 out    D   AccessAckData        -        0        2        0 f0ef853efd842783        6        -        0        0
15102 out    D   AccessAckData        -        0        2        0 2781fdc42783dbdf        6        -        0        0
15103 out    D   AccessAckData        -        0        2        0 2783f74ff0efe399        6        -        0        0
15104 out    D   AccessAckData        -        0        2        0 da7ff0ef853efd84        6        -        0        0
15105 out    D   AccessAckData        -        0        2        0 e3992781fdc42783        6        -        0        0
15106 out    D   AccessAckData        -        0        2        0 fd842783f7cff0ef        6        -        0        0
15107 out    D   AccessAckData        -        0        2        0 4501d91ff0ef853e        6        -        0        0
15108 out    D   AccessAckData        -        0        2        0 e4a2715d4c0000ef        6        -        0        0
15133  in    A             Get 80001000        -        8        0                0        3      255        0        -
15137 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
15137  in    A    AcquireBlock 80004940        -        0        2                0        6      255        0        -
15139 out    B      ProbeBlock 80004940        -        4        2                0        6      255        0        -
15143  in    C        ProbeAck 80004940        -        4        2                1        6        -        0        -
15147 out    D           Grant        -        0        0        0                0        6        -        0        0
15148  in    A    AcquireBlock 80004940        -        4        0                0        6      255        0        -
15149  in    E               -        -        0        -        -                -        -        -        -        -
15151 out    B      ProbeBlock 80004940        -        0        1                0        6      255        0        -
15163  in    C    ProbeAckData 80004940        -        0        0     40f5000040f4        6        -        0        -
15164  in    C    ProbeAckData 80004940        -        0        0     40f7000040f6        6        -        0        -
15165  in    C    ProbeAckData 80004940        -        0        0     40f9000040f8        6        -        0        -
15166  in    C    ProbeAckData 80004940        -        0        0     40fb000040fa        6        -        0        -
15167  in    C    ProbeAckData 80004940        -        0        0     40fd000040fc        6        -        0        -
15168 out    D       GrantData        -        0        4        1     40f5000040f4        6        -        0        0
15169 out    D       GrantData        -        0        4        1     40f7000040f6        6        -        0        0
15170  in    E               -        -        0        -        -                -        -        -        -        -
15170 out    D       GrantData        -        0        4        1     40f9000040f8        6        -        0        0
15171 out    D       GrantData        -        0        4        1     40fb000040fa        6        -        0        0
15172 out    D       GrantData        -        0        4        1     40fd000040fc        6        -        0        0
15173 out    D       GrantData        -        0        4        1     40ff000040fe        6        -        0        0
15174 out    D       GrantData        -        0        4        1                2        6        -        0        0
15175 out    D       GrantData        -        0        4        1                0        6        -        0        0
15176 out    D   AccessAckData        -        1        8        0                0        3        -        0        0
15168  in    C    ProbeAckData 80004940        -        0        0     40ff000040fe        6        -        0        -
15169  in    C    ProbeAckData 80004940        -        0        0                2        6        -        0        -
15170  in    C    ProbeAckData 80004940        -        0        0                0        6        -        0        -
15178 out    B      ProbeBlock 80004940        -        4        2                0        6      255        0        -
15172  in    A             Get 80001000        -        8        0                0        3      255        0        -
15176  in    A    AcquireBlock 80004940        -        0        2                0        6      255        0        -
15187  in    C        ProbeAck 80004940        -        4        2                1        6        -        0        -
15191 out    D           Grant        -        0        0        0                0        6        -        0        0
15191  in    A    AcquireBlock 80004940        -        4        0                0        6      255        0        -
15193  in    E               -        -        0        -        -                -        -        -        -        -
15195 out    B      ProbeBlock 80004940        -        0        1                0        6      255        0        -
15206  in    C    ProbeAckData 80004940        -        0        0     40f5000040f4        6        -        0        -
15207  in    C    ProbeAckData 80004940        -        0        0     40f7000040f6        6        -        0        -
15208  in    C    ProbeAckData 80004940        -        0        0     40f9000040f8        6        -        0        -
15209  in    C    ProbeAckData 80004940        -        0        0     40fb000040fa        6        -        0        -
15210  in    C    ProbeAckData 80004940        -        0        0     40fd000040fc        6        -        0        -
15211 out    D       GrantData        -        0        4        1     40f5000040f4        6        -        0        0
15212 out    D       GrantData        -        0        4        1     40f7000040f6        6        -        0        0
15213  in    E               -        -        0        -        -                -        -        -        -        -
15213 out    D       GrantData        -        0        4        1     40f9000040f8        6        -        0        0
15214 out    D       GrantData        -        0        4        1     40fb000040fa        6        -        0        0
15215 out    D       GrantData        -        0        4        1     40fd000040fc        6        -        0        0
15216 out    D       GrantData        -        0        4        1     40ff000040fe        6        -        0        0
15217 out    D       GrantData        -        0        4        1        100000000        6        -        0        0
15218 out    D       GrantData        -        0        4        1                0        6        -        0        0
15219 out    D   AccessAckData        -        1        8        0                0        3        -        0        0
15211  in    C    ProbeAckData 80004940        -        0        0     40ff000040fe        6        -        0        -
15212  in    C    ProbeAckData 80004940        -        0        0        100000000        6        -        0        -
15213  in    C    ProbeAckData 80004940        -        0        0                0        6        -        0        -
15211  in    A             Get 80001000        -        8        0                0        3      255        0        -
15254  in    A             Get 80001000        -        8        0                0        3      255        0        -
15255  in    A    AcquireBlock 80004940        -        0        2                0        6      255        0        -
15257 out    B      ProbeBlock 80004940        -        4        2                0        6      255        0        -
15258 out    D   AccessAckData        -        0        8        0                0        3        -        0        0
15263  in    C        ProbeAck 80004940        -        4        2             2004        6        -        0        -
15267 out    D           Grant        -        1        0        0                0        6        -        0        0
15269  in    E               -        -        1        -        -                -        -        -        -        -
